trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
419,False,"{'a': 0.3, 'e': 1.413902634497475}",25,0,-166.70604336810257,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
420,False,"{'a': 0.3, 'e': 1.4134962441529757}",25,0,-99.84376589200652,"{0: 16, 1: 5, 2: 1, 3: 2, 4: 1}",0
421,False,"{'a': 0.3, 'e': 1.4130889403123081}",30,0,-245.0277266902982,"{0: 15, 1: 5, 2: 4, 3: 2, 4: 4}",0
422,False,"{'a': 0.3, 'e': 1.4126807233827767}",20,14,-17.375204268768645,"{0: 4, 1: 1, 2: 0, 3: 1, 4: 0}",1
423,False,"{'a': 0.3, 'e': 1.4122715937725978}",30,0,-174.41692227750383,"{0: 16, 1: 6, 2: 4, 3: 2, 4: 2}",0
424,False,"{'a': 0.3, 'e': 1.411861551890901}",25,0,-122.24832302056225,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
425,False,"{'a': 0.3, 'e': 1.4114505981477286}",20,0,-96.39072786395383,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
426,False,"{'a': 0.3, 'e': 1.4110387329540337}",20,0,-107.61212522144803,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
427,False,"{'a': 0.3, 'e': 1.410625956721682}",25,0,-64.81863696043294,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
428,False,"{'a': 0.3, 'e': 1.4102122698634492}",20,0,-84.35493048125522,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
429,False,"{'a': 0.3, 'e': 1.4097976727930226}",35,0,-73.23822455805467,"{0: 27, 1: 2, 2: 5, 3: 0, 4: 1}",0
430,False,"{'a': 0.3, 'e': 1.409382165924999}",30,12,-44.13116698682042,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
431,False,"{'a': 0.3, 'e': 1.408965749674885}",20,0,-88.3112899467045,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
432,False,"{'a': 0.3, 'e': 1.4085484244590973}",30,0,-192.72026307932032,"{0: 17, 1: 4, 2: 3, 3: 4, 4: 2}",0
433,False,"{'a': 0.3, 'e': 1.408130190694961}",20,0,-46.216527843769875,"{0: 11, 1: 6, 2: 3, 3: 0, 4: 0}",0
434,False,"{'a': 0.3, 'e': 1.4077110488007096}",25,0,-58.739232264226665,"{0: 17, 1: 4, 2: 2, 3: 2, 4: 0}",0
435,False,"{'a': 0.3, 'e': 1.4072909991954847}",25,0,-108.6938736648253,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
436,False,"{'a': 0.3, 'e': 1.4068700422993365}",25,0,-114.01346627293447,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
437,False,"{'a': 0.3, 'e': 1.4064481785332217}",25,0,-55.30926418979921,"{0: 16, 1: 5, 2: 3, 3: 1, 4: 0}",0
438,False,"{'a': 0.3, 'e': 1.4060254083190036}",20,0,-148.49486783428588,"{0: 10, 1: 6, 2: 1, 3: 0, 4: 3}",0
439,False,"{'a': 0.3, 'e': 1.405601732079453}",30,1,-154.62557899318614,"{0: 17, 1: 1, 2: 9, 3: 0, 4: 2}",1
440,False,"{'a': 0.3, 'e': 1.4051771502382455}",20,0,-111.75011076289097,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
441,False,"{'a': 0.3, 'e': 1.4047516632199635}",30,0,-138.94943626964832,"{0: 17, 1: 3, 2: 7, 3: 2, 4: 1}",0
442,False,"{'a': 0.3, 'e': 1.4043252714500936}",20,0,-45.54250673263761,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
443,False,"{'a': 0.3, 'e': 1.4038979753550274}",25,0,-113.15367059413549,"{0: 13, 1: 6, 2: 5, 3: 0, 4: 1}",0
444,False,"{'a': 0.3, 'e': 1.403469775362061}",25,0,-87.3815935349572,"{0: 16, 1: 3, 2: 3, 3: 3, 4: 0}",0
445,False,"{'a': 0.3, 'e': 1.403040671899395}",25,0,-198.86298350896018,"{0: 10, 1: 7, 2: 5, 3: 0, 4: 3}",0
446,False,"{'a': 0.3, 'e': 1.402610665396132}",25,0,-163.75624464306003,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
447,False,"{'a': 0.3, 'e': 1.402179756282279}",20,0,-65.27593626639688,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
448,False,"{'a': 0.3, 'e': 1.4017479449887449}",25,0,-117.18253928506661,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
449,False,"{'a': 0.3, 'e': 1.4013152319473412}",20,0,-77.29368467883627,"{0: 10, 1: 5, 2: 4, 3: 1, 4: 0}",1
450,False,"{'a': 0.3, 'e': 1.4008816175907803}",25,0,-131.98930143444693,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
451,False,"{'a': 0.3, 'e': 1.4004471023526768}",30,0,-264.38037717622836,"{0: 17, 1: 3, 2: 3, 3: 2, 4: 5}",0
452,False,"{'a': 0.3, 'e': 1.4000116866675463}",20,0,-88.9885713665477,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
453,False,"{'a': 0.3, 'e': 1.3995753709708039}",25,0,-59.908652294332974,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",1
454,False,"{'a': 0.3, 'e': 1.3991381556987657}",35,0,-164.83743999727957,"{0: 21, 1: 3, 2: 9, 3: 0, 4: 2}",0
455,False,"{'a': 0.3, 'e': 1.3987000412886466}",25,0,-139.91135417257564,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
456,False,"{'a': 0.3, 'e': 1.398261028178561}",25,0,-208.32951300353017,"{0: 14, 1: 0, 2: 6, 3: 2, 4: 3}",0
457,False,"{'a': 0.3, 'e': 1.3978211168075223}",25,0,-171.63297436065352,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 3}",0
458,False,"{'a': 0.3, 'e': 1.3973803076154416}",20,0,-74.57762124711263,"{0: 10, 1: 5, 2: 4, 3: 1, 4: 0}",0
459,False,"{'a': 0.3, 'e': 1.396938601043128}",20,0,-173.9497562229109,"{0: 5, 1: 8, 2: 4, 3: 1, 4: 2}",0
460,False,"{'a': 0.3, 'e': 1.3964959975322881}",20,3,-85.61851514422683,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 1}",1
461,False,"{'a': 0.3, 'e': 1.3960524975255253}",25,0,-106.29282707438146,"{0: 14, 1: 6, 2: 3, 3: 1, 4: 1}",0
462,False,"{'a': 0.3, 'e': 1.3956081014663395}",20,0,-137.56709140413116,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
463,False,"{'a': 0.3, 'e': 1.3951628097991273}",35,0,-291.88240530117537,"{0: 19, 1: 3, 2: 6, 3: 2, 4: 5}",0
464,False,"{'a': 0.3, 'e': 1.3947166229691796}",20,0,-106.12392629537143,"{0: 10, 1: 5, 2: 3, 3: 1, 4: 1}",0
465,False,"{'a': 0.3, 'e': 1.3942695414226836}",20,0,-118.36874392103219,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
466,False,"{'a': 0.3, 'e': 1.3938215656067205}",30,0,-150.42269743647554,"{0: 17, 1: 4, 2: 7, 3: 0, 4: 2}",0
467,False,"{'a': 0.3, 'e': 1.3933726959692665}",20,0,-106.14051064793227,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
468,False,"{'a': 0.3, 'e': 1.3929229329591908}",20,0,-75.90312336497003,"{0: 9, 1: 5, 2: 6, 3: 0, 4: 0}",0
469,False,"{'a': 0.3, 'e': 1.3924722770262568}",25,0,-64.63928498050281,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
470,False,"{'a': 0.3, 'e': 1.39202072862112}",20,0,-137.56408601407753,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
471,False,"{'a': 0.3, 'e': 1.3915682881953289}",20,0,-127.26623176119188,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
472,False,"{'a': 0.3, 'e': 1.3911149562013239}",25,0,-117.19307893032354,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
473,False,"{'a': 0.3, 'e': 1.390660733092437}",25,0,-102.96700144352276,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
474,False,"{'a': 0.3, 'e': 1.390205619322891}",30,0,-192.7540041513269,"{0: 18, 1: 2, 2: 6, 3: 1, 4: 3}",0
475,False,"{'a': 0.3, 'e': 1.3897496153478004}",35,0,-226.73980979694423,"{0: 17, 1: 7, 2: 7, 3: 1, 4: 3}",0
476,False,"{'a': 0.3, 'e': 1.389292721623168}",20,0,-197.51968490916704,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 4}",0
477,False,"{'a': 0.3, 'e': 1.3888349386058887}",20,0,-169.35049477371325,"{0: 10, 1: 2, 2: 3, 3: 3, 4: 2}",0
478,False,"{'a': 0.3, 'e': 1.3883762667537445}",30,0,-215.8402227879391,"{0: 12, 1: 7, 2: 6, 3: 3, 4: 2}",0
479,False,"{'a': 0.3, 'e': 1.3879167065254074}",25,0,-162.07700511221617,"{0: 11, 1: 6, 2: 6, 3: 0, 4: 2}",0
480,False,"{'a': 0.3, 'e': 1.3874562583804382}",35,0,-121.59252275489257,"{0: 22, 1: 5, 2: 6, 3: 1, 4: 1}",0
481,False,"{'a': 0.3, 'e': 1.3869949227792842}",20,10,-85.2016749962171,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 2}",1
482,False,"{'a': 0.3, 'e': 1.3865327001832815}",25,0,-134.22305006047685,"{0: 13, 1: 5, 2: 5, 3: 0, 4: 2}",0
483,False,"{'a': 0.3, 'e': 1.3860695910546523}",25,0,-158.09969286393616,"{0: 12, 1: 4, 2: 7, 3: 0, 4: 2}",0
484,False,"{'a': 0.3, 'e': 1.3856055958565063}",25,0,-103.45808551278124,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 1}",0
485,False,"{'a': 0.3, 'e': 1.3851407150528379}",30,0,-172.77627092362624,"{0: 20, 1: 1, 2: 5, 3: 1, 4: 3}",0
486,False,"{'a': 0.3, 'e': 1.3846749491085282}",25,0,-94.40350809776648,"{0: 14, 1: 1, 2: 9, 3: 1, 4: 0}",0
487,False,"{'a': 0.3, 'e': 1.3842082984893433}",20,0,-75.34279996977384,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
488,False,"{'a': 0.3, 'e': 1.3837407636619337}",25,0,-102.82364537404484,"{0: 13, 1: 4, 2: 6, 3: 2, 4: 0}",0
489,False,"{'a': 0.3, 'e': 1.3832723450938338}",20,0,-72.34974656016601,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
490,False,"{'a': 0.3, 'e': 1.3828030432534626}",30,0,-288.2312585248441,"{0: 10, 1: 5, 2: 11, 3: 0, 4: 4}",0
491,False,"{'a': 0.3, 'e': 1.3823328586101216}",25,0,-145.71775762379065,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
492,False,"{'a': 0.3, 'e': 1.3818617916339955}",20,0,-148.84235318685236,"{0: 11, 1: 4, 2: 2, 3: 0, 4: 3}",0
493,False,"{'a': 0.3, 'e': 1.3813898427961513}",20,0,-159.11253707934947,"{0: 11, 1: 0, 2: 5, 3: 2, 4: 2}",0
494,False,"{'a': 0.3, 'e': 1.3809170125685377}",20,0,-99.18967550344226,"{0: 11, 1: 3, 2: 3, 3: 3, 4: 0}",0
495,False,"{'a': 0.3, 'e': 1.380443301423985}",25,0,-225.23311557268397,"{0: 10, 1: 6, 2: 5, 3: 0, 4: 4}",0
496,False,"{'a': 0.3, 'e': 1.3799687098362043}",25,5,-81.83931809338696,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",1
497,False,"{'a': 0.3, 'e': 1.379493238279787}",25,0,-110.22637945922838,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
498,False,"{'a': 0.3, 'e': 1.3790168872302047}",20,0,-211.8948036539383,"{0: 9, 1: 2, 2: 3, 3: 3, 4: 3}",0
499,False,"{'a': 0.3, 'e': 1.3785396571638084}",25,0,-67.61982528396678,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
500,False,"{'a': 0.3, 'e': 1.3780615485578283}",20,0,-160.78297215751107,"{0: 8, 1: 3, 2: 7, 3: 0, 4: 2}",0
501,False,"{'a': 0.3, 'e': 1.3775825618903728}",20,0,-54.56825853874543,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
502,False,"{'a': 0.3, 'e': 1.3771026976404284}",35,0,-199.91824522230945,"{0: 19, 1: 8, 2: 4, 3: 1, 4: 3}",0
503,False,"{'a': 0.3, 'e': 1.3766219562878597}",20,0,-115.30680301960817,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
504,False,"{'a': 0.3, 'e': 1.3761403383134074}",20,0,-161.2628815300767,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 2}",0
505,False,"{'a': 0.3, 'e': 1.37565784419869}",30,0,-176.33625097946597,"{0: 18, 1: 2, 2: 6, 3: 2, 4: 2}",0
506,False,"{'a': 0.3, 'e': 1.3751744744262013}",30,0,-289.94004856093756,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 6}",0
507,False,"{'a': 0.3, 'e': 1.3746902294793113}",20,0,-132.44466119921222,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
508,False,"{'a': 0.3, 'e': 1.3742051098422645}",25,0,-199.25610313257417,"{0: 15, 1: 2, 2: 3, 3: 1, 4: 4}",0
509,False,"{'a': 0.3, 'e': 1.3737191160001807}",25,0,-128.1707290403257,"{0: 13, 1: 5, 2: 4, 3: 2, 4: 1}",0
510,False,"{'a': 0.3, 'e': 1.373232248439054}",30,0,-153.87007470688167,"{0: 19, 1: 2, 2: 5, 3: 2, 4: 2}",0
511,False,"{'a': 0.3, 'e': 1.3727445076457512}",30,0,-68.37619694332295,"{0: 22, 1: 1, 2: 5, 3: 2, 4: 0}",0
512,False,"{'a': 0.3, 'e': 1.3722558941080139}",20,0,-129.65859413535992,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
513,False,"{'a': 0.3, 'e': 1.3717664083144547}",20,0,-59.67610781458312,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
514,False,"{'a': 0.3, 'e': 1.3712760507545603}",25,0,-71.44918256046726,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
515,False,"{'a': 0.3, 'e': 1.3707848219186876}",20,0,-136.21116722866614,"{0: 8, 1: 3, 2: 7, 3: 1, 4: 1}",0
516,False,"{'a': 0.3, 'e': 1.3702927222980654}",20,0,-97.9232794179714,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
517,False,"{'a': 0.3, 'e': 1.3697997523847936}",25,0,-19.97225228770548,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
518,False,"{'a': 0.3, 'e': 1.3693059126718419}",20,0,-61.49810966635519,"{0: 11, 1: 6, 2: 2, 3: 1, 4: 0}",0
519,False,"{'a': 0.3, 'e': 1.36881120365305}",20,0,-68.53305614611743,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
520,False,"{'a': 0.3, 'e': 1.3683156258231266}",20,0,-107.63803718064906,"{0: 11, 1: 1, 2: 5, 3: 3, 4: 0}",0
521,False,"{'a': 0.3, 'e': 1.36781917967765}",20,0,-104.11380848458792,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
522,False,"{'a': 0.3, 'e': 1.3673218657130657}",20,8,-17.013824799208063,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
523,False,"{'a': 0.3, 'e': 1.3668236844266883}",25,0,-151.36501142507544,"{0: 13, 1: 3, 2: 5, 3: 3, 4: 1}",0
524,False,"{'a': 0.3, 'e': 1.3663246363166985}",25,0,-179.15064297571482,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
525,False,"{'a': 0.3, 'e': 1.3658247218821447}",25,0,-123.27627317216832,"{0: 11, 1: 7, 2: 6, 3: 0, 4: 1}",0
526,False,"{'a': 0.3, 'e': 1.3653239416229412}",20,0,-79.12014872993652,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
527,False,"{'a': 0.3, 'e': 1.3648222960398684}",25,0,-194.33704659989598,"{0: 11, 1: 2, 2: 8, 3: 2, 4: 2}",0
528,False,"{'a': 0.3, 'e': 1.3643197856345712}",25,0,-64.6916194055647,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
529,False,"{'a': 0.3, 'e': 1.3638164109095605}",30,0,-152.10034293320334,"{0: 18, 1: 4, 2: 5, 3: 1, 4: 2}",0
530,False,"{'a': 0.3, 'e': 1.363312172368211}",25,0,-155.1010469801654,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
531,False,"{'a': 0.3, 'e': 1.362807070514761}",25,0,-110.32077802193294,"{0: 12, 1: 7, 2: 5, 3: 0, 4: 1}",0
532,False,"{'a': 0.3, 'e': 1.3623011058543124}",25,0,-92.32213886444586,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
533,False,"{'a': 0.3, 'e': 1.36179427889283}",20,0,-74.55772507329709,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
534,False,"{'a': 0.3, 'e': 1.3612865901371403}",25,7,-44.58695790725534,"{0: 13, 1: 2, 2: 1, 3: 2, 4: 0}",1
535,False,"{'a': 0.3, 'e': 1.360778040094932}",20,0,-105.7359322340088,"{0: 9, 1: 5, 2: 5, 3: 0, 4: 1}",0
536,False,"{'a': 0.3, 'e': 1.3602686292747557}",25,4,-38.44365786826285,"{0: 15, 1: 2, 2: 3, 3: 1, 4: 0}",1
537,False,"{'a': 0.3, 'e': 1.3597583581860215}",30,0,-187.55071387757081,"{0: 17, 1: 3, 2: 5, 3: 3, 4: 2}",0
538,False,"{'a': 0.3, 'e': 1.3592472273390013}",20,0,-105.98455620950651,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
539,False,"{'a': 0.3, 'e': 1.358735237244825}",30,0,-129.40408991518188,"{0: 18, 1: 6, 2: 2, 3: 3, 4: 1}",0
540,False,"{'a': 0.3, 'e': 1.358222388415483}",20,0,-142.35117252253968,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
541,False,"{'a': 0.3, 'e': 1.3577086813638242}",25,0,-120.47200389762602,"{0: 13, 1: 4, 2: 6, 3: 1, 4: 1}",0
542,False,"{'a': 0.3, 'e': 1.3571941166035555}",25,0,-69.33558376413379,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
543,False,"{'a': 0.3, 'e': 1.3566786946492415}",20,7,-90.69667279292105,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 2}",1
544,False,"{'a': 0.3, 'e': 1.3561624160163044}",25,0,-70.09277110395692,"{0: 16, 1: 4, 2: 3, 3: 2, 4: 0}",0
545,False,"{'a': 0.3, 'e': 1.3556452812210225}",20,0,-202.65873872086834,"{0: 9, 1: 3, 2: 4, 3: 0, 4: 4}",0
546,False,"{'a': 0.3, 'e': 1.3551272907805307}",20,0,-125.31268147223354,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
547,False,"{'a': 0.3, 'e': 1.3546084452128195}",20,11,-22.397790168470266,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
548,False,"{'a': 0.3, 'e': 1.3540887450367343}",20,0,-39.957449193399846,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
549,False,"{'a': 0.3, 'e': 1.3535681907719752}",25,0,-125.14185513414475,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
550,False,"{'a': 0.3, 'e': 1.3530467829390962}",25,0,-139.04287083933417,"{0: 16, 1: 5, 2: 1, 3: 0, 4: 3}",0
551,False,"{'a': 0.3, 'e': 1.3525245220595057}",25,0,-75.64617296922393,"{0: 14, 1: 5, 2: 6, 3: 0, 4: 0}",0
552,False,"{'a': 0.3, 'e': 1.3520014086554641}",20,12,-83.18718562259296,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 2}",1
553,False,"{'a': 0.3, 'e': 1.3514774432500847}",30,0,-222.41922188265636,"{0: 14, 1: 5, 2: 7, 3: 1, 4: 3}",0
554,False,"{'a': 0.3, 'e': 1.3509526263673333}",20,0,-62.73879780548433,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
555,False,"{'a': 0.3, 'e': 1.3504269585320263}",20,10,-43.58206344625645,"{0: 6, 1: 0, 2: 3, 3: 1, 4: 0}",1
556,False,"{'a': 0.3, 'e': 1.3499004402698316}",25,0,-64.75705578769767,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
557,False,"{'a': 0.3, 'e': 1.3493730721072672}",20,0,-114.01093588908479,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
558,False,"{'a': 0.3, 'e': 1.348844854571702}",35,0,-174.19331119376324,"{0: 23, 1: 2, 2: 5, 3: 3, 4: 2}",0
559,False,"{'a': 0.3, 'e': 1.3483157881913526}",25,0,-109.2316185367831,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
560,False,"{'a': 0.3, 'e': 1.347785873495286}",20,0,-48.075180437855394,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
561,False,"{'a': 0.3, 'e': 1.347255111013416}",25,0,-164.73283326538277,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",0
562,False,"{'a': 0.3, 'e': 1.346723501276506}",25,0,-147.82342086961455,"{0: 12, 1: 6, 2: 5, 3: 0, 4: 2}",0
563,False,"{'a': 0.3, 'e': 1.3461910448161651}",25,0,-141.80369117673743,"{0: 11, 1: 2, 2: 10, 3: 2, 4: 0}",0
564,False,"{'a': 0.3, 'e': 1.3456577421648501}",20,0,-67.95109198810525,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
565,False,"{'a': 0.3, 'e': 1.3451235938558634}",25,3,-136.7981964700073,"{0: 8, 1: 7, 2: 5, 3: 1, 4: 1}",1
566,False,"{'a': 0.3, 'e': 1.3445886004233532}",25,11,-78.32185389377221,"{0: 7, 1: 2, 2: 4, 3: 0, 4: 1}",1
567,False,"{'a': 0.3, 'e': 1.3440527624023129}",20,0,-155.8728970933943,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 2}",0
568,False,"{'a': 0.3, 'e': 1.3435160803285808}",30,0,-216.30950671269903,"{0: 19, 1: 1, 2: 5, 3: 1, 4: 4}",0
569,False,"{'a': 0.3, 'e': 1.3429785547388384}",25,0,-75.023483993677,"{0: 16, 1: 4, 2: 3, 3: 2, 4: 0}",0
570,False,"{'a': 0.3, 'e': 1.3424401861706114}",35,0,-189.60738815026477,"{0: 19, 1: 0, 2: 13, 3: 2, 4: 1}",0
571,False,"{'a': 0.3, 'e': 1.3419009751622686}",25,8,-115.5718362216941,"{0: 8, 1: 5, 2: 2, 3: 0, 4: 2}",1
572,False,"{'a': 0.3, 'e': 1.341360922253021}",25,0,-162.24144016897782,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
573,False,"{'a': 0.3, 'e': 1.340820027982921}",25,0,-82.55546204629908,"{0: 14, 1: 3, 2: 8, 3: 0, 4: 0}",0
574,False,"{'a': 0.3, 'e': 1.3402782928928632}",20,0,-117.69697841955511,"{0: 6, 1: 7, 2: 5, 3: 2, 4: 0}",0
575,False,"{'a': 0.3, 'e': 1.3397357175245823}",25,0,-146.60742258853378,"{0: 10, 1: 4, 2: 10, 3: 0, 4: 1}",0
576,False,"{'a': 0.3, 'e': 1.339192302420654}",20,0,-107.95709806820943,"{0: 9, 1: 2, 2: 7, 3: 2, 4: 0}",0
577,False,"{'a': 0.3, 'e': 1.3386480481244933}",25,6,-71.26922792340969,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 1}",1
578,False,"{'a': 0.3, 'e': 1.3381029551803545}",20,0,-95.6637938559159,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
579,False,"{'a': 0.3, 'e': 1.33755702413333}",20,0,-35.91467122725652,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
580,False,"{'a': 0.3, 'e': 1.3370102555293513}",25,0,-207.98046790841985,"{0: 15, 1: 2, 2: 3, 3: 1, 4: 4}",0
581,False,"{'a': 0.3, 'e': 1.336462649915187}",20,0,-67.01436216167768,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
582,False,"{'a': 0.3, 'e': 1.3359142078384423}",20,0,-62.37385010801621,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
583,False,"{'a': 0.3, 'e': 1.3353649298475596}",30,0,-269.47085678080276,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 6}",0
584,False,"{'a': 0.3, 'e': 1.3348148164918165}",25,0,-134.9266741588689,"{0: 10, 1: 6, 2: 8, 3: 0, 4: 1}",0
585,False,"{'a': 0.3, 'e': 1.3342638683213264}",25,0,-101.97531443503146,"{0: 17, 1: 3, 2: 1, 3: 3, 4: 1}",0
586,False,"{'a': 0.3, 'e': 1.3337120858870377}",20,0,-7.425819198488479,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
587,False,"{'a': 0.3, 'e': 1.3331594697407323}",20,0,-82.79163521837866,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
588,False,"{'a': 0.3, 'e': 1.3326060204350267}",20,0,-30.86326806281953,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
589,False,"{'a': 0.3, 'e': 1.3320517385233703}",20,12,-4.284471607281355,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
590,False,"{'a': 0.3, 'e': 1.3314966245600446}",20,0,-78.98451040288391,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
591,False,"{'a': 0.3, 'e': 1.3309406791001637}",30,0,-215.73176519712268,"{0: 14, 1: 2, 2: 10, 3: 2, 4: 2}",0
592,False,"{'a': 0.3, 'e': 1.3303839026996727}",30,0,-178.03040271146077,"{0: 17, 1: 2, 2: 7, 3: 2, 4: 2}",0
593,False,"{'a': 0.3, 'e': 1.3298262959153484}",20,0,-146.6015101432378,"{0: 9, 1: 2, 2: 7, 3: 0, 4: 2}",0
594,False,"{'a': 0.3, 'e': 1.329267859304797}",25,0,-227.003422790371,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 5}",0
595,False,"{'a': 0.3, 'e': 1.3287085934264558}",30,0,-130.32368745285885,"{0: 18, 1: 2, 2: 8, 3: 1, 4: 1}",0
596,False,"{'a': 0.3, 'e': 1.3281484988395902}",20,5,-86.44375731806697,"{0: 9, 1: 0, 2: 4, 3: 1, 4: 1}",1
597,False,"{'a': 0.3, 'e': 1.3275875761042946}",30,0,-279.6085931370131,"{0: 10, 1: 6, 2: 6, 3: 6, 4: 2}",0
598,False,"{'a': 0.3, 'e': 1.327025825781492}",25,0,-228.83509548492253,"{0: 9, 1: 4, 2: 8, 3: 1, 4: 3}",0
599,False,"{'a': 0.3, 'e': 1.3264632484329324}",20,1,-39.2768307041342,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
600,False,"{'a': 0.3, 'e': 1.3258998446211931}",20,0,-178.25749885698312,"{0: 10, 1: 3, 2: 3, 3: 1, 4: 3}",0
601,False,"{'a': 0.3, 'e': 1.3253356149096782}",25,0,-89.28573320409124,"{0: 14, 1: 4, 2: 6, 3: 1, 4: 0}",0
602,False,"{'a': 0.3, 'e': 1.3247705598626172}",25,0,-136.24033883514429,"{0: 13, 1: 3, 2: 6, 3: 2, 4: 1}",0
