trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.3, 'e': 1.5}",20,0,-193.4114153209123,"{0: 8, 1: 4, 2: 4, 3: 1, 4: 3}",0
2,False,"{'a': 0.3, 'e': 1.4999995000000417}",20,0,-57.97318420524447,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
3,False,"{'a': 0.3, 'e': 1.4999980000006667}",20,0,-107.27617552849237,"{0: 9, 1: 4, 2: 6, 3: 0, 4: 1}",0
4,False,"{'a': 0.3, 'e': 1.499995500003375}",20,0,-194.3721492878694,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 4}",0
5,False,"{'a': 0.3, 'e': 1.4999920000106668}",20,0,-134.54595191054182,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
6,False,"{'a': 0.3, 'e': 1.4999875000260416}",20,0,-102.40023394198693,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
7,False,"{'a': 0.3, 'e': 1.499982000054}",20,0,-96.14237284022008,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
8,False,"{'a': 0.3, 'e': 1.4999755001000414}",20,15,4.816190265016999,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
9,False,"{'a': 0.3, 'e': 1.4999680001706663}",20,0,-89.98431806699344,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
10,False,"{'a': 0.3, 'e': 1.4999595002733743}",25,17,-15.152111004450235,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
11,False,"{'a': 0.3, 'e': 1.4999500004166653}",25,0,-57.265048569318786,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
12,False,"{'a': 0.3, 'e': 1.4999395006100391}",30,0,-78.45928146193624,"{0: 17, 1: 8, 2: 4, 3: 1, 4: 0}",0
13,False,"{'a': 0.3, 'e': 1.4999280008639957}",20,0,-142.3853266910072,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
14,False,"{'a': 0.3, 'e': 1.499915501190035}",20,0,-43.21355957466725,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
15,False,"{'a': 0.3, 'e': 1.4999020016006561}",25,12,-13.869170509174767,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
16,False,"{'a': 0.3, 'e': 1.4998875021093592}",30,0,-185.63950508319505,"{0: 20, 1: 2, 2: 4, 3: 0, 4: 4}",0
17,False,"{'a': 0.3, 'e': 1.4998720027306434}",20,0,-99.24660661290594,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
18,False,"{'a': 0.3, 'e': 1.499855503480008}",20,0,-193.34136277343276,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 3}",0
19,False,"{'a': 0.3, 'e': 1.4998380043739528}",30,2,-72.7582785776583,"{0: 18, 1: 1, 2: 9, 3: 0, 4: 0}",1
20,False,"{'a': 0.3, 'e': 1.4998195054299763}",25,0,-184.25848348832204,"{0: 9, 1: 3, 2: 10, 3: 2, 4: 1}",0
21,False,"{'a': 0.3, 'e': 1.4998000066665778}",25,2,-103.32456289832736,"{0: 14, 1: 4, 2: 2, 3: 2, 4: 1}",1
22,False,"{'a': 0.3, 'e': 1.4997795081032559}",25,0,-270.0185891407106,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 5}",0
23,False,"{'a': 0.3, 'e': 1.4997580097605092}",20,0,-93.19233069000656,"{0: 11, 1: 2, 2: 5, 3: 2, 4: 0}",0
24,False,"{'a': 0.3, 'e': 1.499735511659836}",30,0,-232.23833777584255,"{0: 18, 1: 2, 2: 4, 3: 2, 4: 4}",0
25,False,"{'a': 0.3, 'e': 1.4997120138237345}",30,0,-219.78939789745766,"{0: 16, 1: 3, 2: 6, 3: 2, 4: 3}",0
26,False,"{'a': 0.3, 'e': 1.4996875162757026}",20,0,-99.41671695633089,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
27,False,"{'a': 0.3, 'e': 1.4996620190402377}",30,0,-176.315633982087,"{0: 15, 1: 4, 2: 9, 3: 0, 4: 2}",0
28,False,"{'a': 0.3, 'e': 1.499635522142837}",25,0,-120.23589753598571,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
29,False,"{'a': 0.3, 'e': 1.4996080256099975}",30,0,-100.78142627300025,"{0: 19, 1: 6, 2: 3, 3: 1, 4: 1}",0
30,False,"{'a': 0.3, 'e': 1.4995795294692156}",20,0,-183.02846776473058,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
31,False,"{'a': 0.3, 'e': 1.4995500337489875}",25,0,-116.494685678369,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
32,False,"{'a': 0.3, 'e': 1.499519538478809}",20,0,-46.27044583392625,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
33,False,"{'a': 0.3, 'e': 1.4994880436891753}",30,19,-98.10249128354936,"{0: 6, 1: 2, 2: 0, 3: 1, 4: 2}",1
34,False,"{'a': 0.3, 'e': 1.4994555494115813}",20,0,-70.54600787260482,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
35,False,"{'a': 0.3, 'e': 1.4994220556785212}",20,0,-60.05696858821021,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
36,False,"{'a': 0.3, 'e': 1.4993875625234887}",20,0,-72.26837193531242,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
37,False,"{'a': 0.3, 'e': 1.4993520699809768}",20,0,-66.86329834453716,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
38,False,"{'a': 0.3, 'e': 1.4993155780864782}",20,0,-56.821673631080785,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
39,False,"{'a': 0.3, 'e': 1.499278086876485}",25,0,-187.10868014982228,"{0: 9, 1: 4, 2: 10, 3: 0, 4: 2}",0
40,False,"{'a': 0.3, 'e': 1.4992395963884881}",25,0,-81.42029340956994,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
41,False,"{'a': 0.3, 'e': 1.499200106660978}",25,0,-108.86079536183586,"{0: 13, 1: 5, 2: 6, 3: 0, 4: 1}",0
42,False,"{'a': 0.3, 'e': 1.4991596177334445}",20,0,-136.55816053582058,"{0: 10, 1: 1, 2: 6, 3: 2, 4: 1}",0
43,False,"{'a': 0.3, 'e': 1.4991181296463765}",20,0,-30.06111332408783,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
44,False,"{'a': 0.3, 'e': 1.4990756424412623}",25,0,-90.27496558476602,"{0: 16, 1: 2, 2: 4, 3: 3, 4: 0}",0
45,False,"{'a': 0.3, 'e': 1.4990321561605888}",20,0,-232.67822891263492,"{0: 8, 1: 4, 2: 2, 3: 2, 4: 4}",0
46,False,"{'a': 0.3, 'e': 1.4989876708478425}",20,0,-82.21400133075944,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
47,False,"{'a': 0.3, 'e': 1.4989421865475085}",20,0,-175.33196710815545,"{0: 9, 1: 3, 2: 5, 3: 0, 4: 3}",0
48,False,"{'a': 0.3, 'e': 1.4988957033050712}",25,0,-162.54996298893218,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
49,False,"{'a': 0.3, 'e': 1.4988482211670138}",20,0,-40.77023261631182,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
50,False,"{'a': 0.3, 'e': 1.4987997401808184}",20,0,-121.47791262443155,"{0: 9, 1: 2, 2: 6, 3: 3, 4: 0}",0
51,False,"{'a': 0.3, 'e': 1.4987502603949663}",30,0,-181.17742103723742,"{0: 15, 1: 5, 2: 7, 3: 1, 4: 2}",0
52,False,"{'a': 0.3, 'e': 1.498699781858937}",30,0,-121.90193047268525,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 2}",0
53,False,"{'a': 0.3, 'e': 1.4986483046232089}",20,0,-98.97042624775126,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
54,False,"{'a': 0.3, 'e': 1.4985958287392593}",25,0,-79.9748592171454,"{0: 13, 1: 6, 2: 6, 3: 0, 4: 0}",0
55,False,"{'a': 0.3, 'e': 1.4985423542595644}",30,0,-198.6430149750465,"{0: 16, 1: 1, 2: 9, 3: 2, 4: 2}",0
56,False,"{'a': 0.3, 'e': 1.4984878812375984}",25,0,-115.51611954685349,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
57,False,"{'a': 0.3, 'e': 1.4984324097278345}",20,4,-42.83635604929306,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 0}",1
58,False,"{'a': 0.3, 'e': 1.4983759397857437}",20,0,-79.34866134316644,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
59,False,"{'a': 0.3, 'e': 1.4983184714677966}",20,1,-75.44935103554491,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 0}",1
60,False,"{'a': 0.3, 'e': 1.4982600048314612}",30,0,-102.62995152586707,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
61,False,"{'a': 0.3, 'e': 1.4982005399352043}",20,0,-125.6310599669636,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
62,False,"{'a': 0.3, 'e': 1.4981400768384905}",20,12,-46.193213381466364,"{0: 5, 1: 0, 2: 1, 3: 2, 4: 0}",1
63,False,"{'a': 0.3, 'e': 1.498078615601783}",35,0,-176.4484978316992,"{0: 19, 1: 6, 2: 7, 3: 1, 4: 2}",0
64,False,"{'a': 0.3, 'e': 1.498016156286543}",25,0,-90.39382641035694,"{0: 14, 1: 4, 2: 5, 3: 2, 4: 0}",0
65,False,"{'a': 0.3, 'e': 1.4979526989552299}",30,0,-94.08896740356084,"{0: 20, 1: 1, 2: 7, 3: 2, 4: 0}",0
66,False,"{'a': 0.3, 'e': 1.497888243671301}",20,0,-74.90978379309425,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
67,False,"{'a': 0.3, 'e': 1.4978227904992116}",25,0,-142.47099509355553,"{0: 13, 1: 2, 2: 8, 3: 1, 4: 1}",0
68,False,"{'a': 0.3, 'e': 1.4977563395044151}",25,0,-206.22401002791685,"{0: 13, 1: 1, 2: 7, 3: 1, 4: 3}",0
69,False,"{'a': 0.3, 'e': 1.497688890753362}",20,0,-116.61121353801207,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
70,False,"{'a': 0.3, 'e': 1.4976204443135015}",20,0,-218.0231497976046,"{0: 8, 1: 2, 2: 5, 3: 2, 4: 3}",0
71,False,"{'a': 0.3, 'e': 1.4975510002532797}",30,0,-182.75721898233127,"{0: 18, 1: 1, 2: 8, 3: 0, 4: 3}",0
72,False,"{'a': 0.3, 'e': 1.4974805586421405}",25,0,-121.8762920867722,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
73,False,"{'a': 0.3, 'e': 1.4974091195505261}",20,0,-85.62051871457642,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
74,False,"{'a': 0.3, 'e': 1.497336683049875}",20,0,-134.44136007472727,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
75,False,"{'a': 0.3, 'e': 1.4972632492126245}",20,0,-147.72637949629126,"{0: 11, 1: 0, 2: 6, 3: 1, 4: 2}",0
76,False,"{'a': 0.3, 'e': 1.4971888181122075}",20,0,-159.21203272691756,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
77,False,"{'a': 0.3, 'e': 1.4971133898230555}",20,0,-42.887766583153386,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
78,False,"{'a': 0.3, 'e': 1.4970369644205967}",35,0,-150.59826562755026,"{0: 26, 1: 1, 2: 5, 3: 0, 4: 3}",0
79,False,"{'a': 0.3, 'e': 1.4969595419812567}",20,0,-103.07370542916404,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
80,False,"{'a': 0.3, 'e': 1.4968811225824579}",25,0,-132.12555965738937,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
81,False,"{'a': 0.3, 'e': 1.4968017063026196}",30,0,-215.75541726353237,"{0: 17, 1: 3, 2: 6, 3: 0, 4: 4}",0
82,False,"{'a': 0.3, 'e': 1.4967212932211575}",25,0,-174.24636475620193,"{0: 15, 1: 0, 2: 7, 3: 0, 4: 3}",0
83,False,"{'a': 0.3, 'e': 1.496639883418486}",25,10,-82.79802453970385,"{0: 7, 1: 4, 2: 3, 3: 0, 4: 1}",1
84,False,"{'a': 0.3, 'e': 1.4965574769760137}",20,0,-43.732677108464365,"{0: 12, 1: 7, 2: 0, 3: 1, 4: 0}",0
85,False,"{'a': 0.3, 'e': 1.4964740739761475}",25,0,-239.4973654434737,"{0: 12, 1: 2, 2: 6, 3: 1, 4: 4}",0
86,False,"{'a': 0.3, 'e': 1.4963896745022904}",30,0,-96.19675582911731,"{0: 18, 1: 3, 2: 8, 3: 1, 4: 0}",0
87,False,"{'a': 0.3, 'e': 1.496304278638842}",20,0,-12.772337917795438,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
88,False,"{'a': 0.3, 'e': 1.496217886471198}",25,0,-158.64159874016445,"{0: 11, 1: 4, 2: 7, 3: 2, 4: 1}",0
89,False,"{'a': 0.3, 'e': 1.4961304980857502}",20,0,-163.42155858325668,"{0: 8, 1: 4, 2: 5, 3: 1, 4: 2}",0
90,False,"{'a': 0.3, 'e': 1.4960421135698874}",20,0,-132.03550754401678,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
91,False,"{'a': 0.3, 'e': 1.4959527330119942}",30,0,-146.01182242842185,"{0: 17, 1: 5, 2: 6, 3: 0, 4: 2}",0
92,False,"{'a': 0.3, 'e': 1.4958623565014508}",25,0,-201.17137389768138,"{0: 12, 1: 3, 2: 6, 3: 1, 4: 3}",0
93,False,"{'a': 0.3, 'e': 1.4957709841286342}",25,0,-50.56750897189997,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
94,False,"{'a': 0.3, 'e': 1.4956786159849162}",25,0,-218.85100968287207,"{0: 13, 1: 2, 2: 6, 3: 0, 4: 4}",0
95,False,"{'a': 0.3, 'e': 1.4955852521626654}",20,0,-133.951601304188,"{0: 8, 1: 2, 2: 9, 3: 0, 4: 1}",0
96,False,"{'a': 0.3, 'e': 1.4954908927552453}",20,0,-118.73928834573209,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
97,False,"{'a': 0.3, 'e': 1.4953955378570152}",20,0,-112.65564291246852,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
98,False,"{'a': 0.3, 'e': 1.4952991875633304}",20,12,-43.45558924088637,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
99,False,"{'a': 0.3, 'e': 1.495201841970541}",25,0,-119.45444301166661,"{0: 13, 1: 5, 2: 5, 3: 1, 4: 1}",0
100,False,"{'a': 0.3, 'e': 1.4951035011759926}",25,0,-150.6164185180243,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
101,False,"{'a': 0.3, 'e': 1.4950041652780257}",20,13,-8.484429682361649,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
102,False,"{'a': 0.3, 'e': 1.4949038343759766}",20,0,-65.03178971247655,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
103,False,"{'a': 0.3, 'e': 1.4948025085701762}",20,0,-119.12456326531455,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
104,False,"{'a': 0.3, 'e': 1.49470018796195}",20,0,-140.01648374858226,"{0: 10, 1: 5, 2: 2, 3: 1, 4: 2}",0
105,False,"{'a': 0.3, 'e': 1.4945968726536185}",20,0,-19.4382797279234,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
106,False,"{'a': 0.3, 'e': 1.4944925627484973}",25,8,-97.47503856507986,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 2}",1
107,False,"{'a': 0.3, 'e': 1.4943872583508964}",30,0,-156.3343147933257,"{0: 19, 1: 1, 2: 7, 3: 1, 4: 2}",0
108,False,"{'a': 0.3, 'e': 1.4942809595661202}",25,0,-150.96565000354184,"{0: 11, 1: 3, 2: 9, 3: 1, 4: 1}",0
109,False,"{'a': 0.3, 'e': 1.4941736665004668}",30,0,-114.53233844126169,"{0: 17, 1: 5, 2: 7, 3: 0, 4: 1}",0
110,False,"{'a': 0.3, 'e': 1.49406537926123}",30,0,-192.00956106406244,"{0: 14, 1: 7, 2: 5, 3: 2, 4: 2}",0
111,False,"{'a': 0.3, 'e': 1.4939560979566968}",20,0,-94.70645215536962,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
112,False,"{'a': 0.3, 'e': 1.4938458226961484}",20,0,-166.1420584120007,"{0: 9, 1: 1, 2: 7, 3: 1, 4: 2}",0
113,False,"{'a': 0.3, 'e': 1.4937345535898603}",30,0,-198.6503055480748,"{0: 18, 1: 2, 2: 5, 3: 2, 4: 3}",0
114,False,"{'a': 0.3, 'e': 1.4936222907491012}",20,0,-109.53177514900216,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
115,False,"{'a': 0.3, 'e': 1.4935090342861344}",20,0,-150.46679620361877,"{0: 8, 1: 4, 2: 4, 3: 3, 4: 1}",0
116,False,"{'a': 0.3, 'e': 1.4933947843142157}",25,0,-136.98269362231508,"{0: 13, 1: 4, 2: 5, 3: 2, 4: 1}",0
117,False,"{'a': 0.3, 'e': 1.4932795409475959}",30,0,-130.45552354063986,"{0: 19, 1: 6, 2: 2, 3: 1, 4: 2}",0
118,False,"{'a': 0.3, 'e': 1.4931633043015178}",20,0,-30.711167924514136,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
119,False,"{'a': 0.3, 'e': 1.493046074492218}",20,0,-95.78692147866421,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
120,False,"{'a': 0.3, 'e': 1.4929278516369267}",20,0,-80.09030752001132,"{0: 10, 1: 8, 2: 1, 3: 0, 4: 1}",0
121,False,"{'a': 0.3, 'e': 1.4928086358538661}",25,0,-81.30052269684253,"{0: 14, 1: 5, 2: 5, 3: 1, 4: 0}",0
122,False,"{'a': 0.3, 'e': 1.492688427262253}",30,0,-109.11432664178017,"{0: 15, 1: 5, 2: 9, 3: 1, 4: 0}",0
123,False,"{'a': 0.3, 'e': 1.4925672259822949}",20,9,-44.72632450549798,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
124,False,"{'a': 0.3, 'e': 1.4924450321351936}",25,0,-38.043306929621025,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
125,False,"{'a': 0.3, 'e': 1.4923218458431429}",25,0,-206.51409003234807,"{0: 11, 1: 3, 2: 8, 3: 0, 4: 3}",0
126,False,"{'a': 0.3, 'e': 1.4921976672293291}",35,0,-196.86150118222267,"{0: 21, 1: 3, 2: 6, 3: 3, 4: 2}",0
127,False,"{'a': 0.3, 'e': 1.4920724964179306}",20,11,-27.49686727949724,"{0: 5, 1: 1, 2: 3, 3: 0, 4: 0}",1
128,False,"{'a': 0.3, 'e': 1.4919463335341185}",20,0,-60.55688717445786,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
129,False,"{'a': 0.3, 'e': 1.4918191787040556}",20,8,-112.2998214690951,"{0: 6, 1: 2, 2: 1, 3: 1, 4: 2}",1
130,False,"{'a': 0.3, 'e': 1.4916910320548964}",20,8,-77.21672096574342,"{0: 6, 1: 2, 2: 2, 3: 1, 4: 1}",1
131,False,"{'a': 0.3, 'e': 1.491561893714788}",25,0,-111.84486249191465,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
132,False,"{'a': 0.3, 'e': 1.4914317638128685}",25,0,-109.14269473034723,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
133,False,"{'a': 0.3, 'e': 1.4913006424792679}",25,0,-138.14806138488862,"{0: 13, 1: 5, 2: 5, 3: 0, 4: 2}",0
134,False,"{'a': 0.3, 'e': 1.4911685298451072}",20,0,-61.9492057768431,"{0: 10, 1: 5, 2: 5, 3: 0, 4: 0}",0
135,False,"{'a': 0.3, 'e': 1.4910354260424992}",25,0,-213.97488850359173,"{0: 14, 1: 1, 2: 4, 3: 3, 4: 3}",0
136,False,"{'a': 0.3, 'e': 1.4909013312045478}",25,0,-246.07857379637232,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 5}",0
137,False,"{'a': 0.3, 'e': 1.4907662454653479}",30,0,-186.7917899035129,"{0: 13, 1: 5, 2: 10, 3: 0, 4: 2}",0
138,False,"{'a': 0.3, 'e': 1.490630168959985}",20,0,-130.59527929825154,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
139,False,"{'a': 0.3, 'e': 1.4904931018245358}",30,0,-143.70564165924148,"{0: 19, 1: 2, 2: 5, 3: 3, 4: 1}",0
140,False,"{'a': 0.3, 'e': 1.4903550441960673}",25,0,-82.1501654353026,"{0: 15, 1: 4, 2: 4, 3: 2, 4: 0}",0
141,False,"{'a': 0.3, 'e': 1.4902159962126371}",20,0,-17.998284082813846,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
142,False,"{'a': 0.3, 'e': 1.4900759580132932}",25,0,-191.28816391325452,"{0: 14, 1: 0, 2: 7, 3: 1, 4: 3}",0
143,False,"{'a': 0.3, 'e': 1.489934929738074}",20,0,-65.9565867516883,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
144,False,"{'a': 0.3, 'e': 1.4897929115280073}",20,0,-95.67473703945018,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
145,False,"{'a': 0.3, 'e': 1.4896499035251116}",20,0,-98.63141892762812,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
146,False,"{'a': 0.3, 'e': 1.4895059058723947}",20,0,-38.01001868518633,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
147,False,"{'a': 0.3, 'e': 1.4893609187138546}",20,2,-31.4782740873555,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 0}",1
148,False,"{'a': 0.3, 'e': 1.489214942194478}",20,0,-106.45745617847234,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
149,False,"{'a': 0.3, 'e': 1.489067976460242}",25,17,-4.259693879253058,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
150,False,"{'a': 0.3, 'e': 1.4889200216581118}",25,0,-112.48464963243644,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
151,False,"{'a': 0.3, 'e': 1.4887710779360424}",25,0,-123.03838281356798,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
152,False,"{'a': 0.3, 'e': 1.4886211454429774}",25,0,-117.2661166996301,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
153,False,"{'a': 0.3, 'e': 1.4884702243288492}",25,0,-106.06038820736242,"{0: 13, 1: 6, 2: 3, 3: 3, 4: 0}",0
154,False,"{'a': 0.3, 'e': 1.4883183147445793}",20,0,-81.74708402525813,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
155,False,"{'a': 0.3, 'e': 1.4881654168420768}",20,0,-210.21606001902813,"{0: 10, 1: 0, 2: 6, 3: 0, 4: 4}",0
156,False,"{'a': 0.3, 'e': 1.4880115307742399}",20,0,-179.44059264498512,"{0: 8, 1: 4, 2: 5, 3: 0, 4: 3}",0
157,False,"{'a': 0.3, 'e': 1.4878566566949545}",25,0,-191.34392228323017,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 3}",0
158,False,"{'a': 0.3, 'e': 1.4877007947590948}",25,0,-140.5243399397304,"{0: 12, 1: 1, 2: 11, 3: 0, 4: 1}",0
159,False,"{'a': 0.3, 'e': 1.4875439451225225}",20,2,-100.40491312753645,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 2}",1
160,False,"{'a': 0.3, 'e': 1.4873861079420876}",30,0,-131.99282302927915,"{0: 22, 1: 3, 2: 2, 3: 0, 4: 3}",0
161,False,"{'a': 0.3, 'e': 1.4872272833756268}",25,3,-142.90131261157438,"{0: 12, 1: 4, 2: 2, 3: 2, 4: 2}",1
162,False,"{'a': 0.3, 'e': 1.4870674715819652}",25,0,-214.1017538569709,"{0: 12, 1: 1, 2: 6, 3: 4, 4: 2}",0
163,False,"{'a': 0.3, 'e': 1.486906672720914}",20,0,-134.6534367350214,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
164,False,"{'a': 0.3, 'e': 1.4867448869532724}",20,0,-71.96617344728824,"{0: 11, 1: 6, 2: 1, 3: 2, 4: 0}",0
165,False,"{'a': 0.3, 'e': 1.4865821144408262}",25,0,-101.64317171067965,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
166,False,"{'a': 0.3, 'e': 1.4864183553463477}",20,0,-69.98699801748259,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
167,False,"{'a': 0.3, 'e': 1.4862536098335961}",25,0,-172.9862227661942,"{0: 11, 1: 7, 2: 3, 3: 2, 4: 2}",0
168,False,"{'a': 0.3, 'e': 1.4860878780673166}",25,0,-259.79569637902927,"{0: 9, 1: 4, 2: 7, 3: 1, 4: 4}",0
169,False,"{'a': 0.3, 'e': 1.4859211602132416}",30,0,-87.0233056913945,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
170,False,"{'a': 0.3, 'e': 1.485753456438088}",20,7,-118.6601436083183,"{0: 8, 1: 0, 2: 1, 3: 2, 4: 2}",1
171,False,"{'a': 0.3, 'e': 1.4855847669095608}",25,13,-70.02501928541759,"{0: 6, 1: 3, 2: 2, 3: 0, 4: 1}",1
172,False,"{'a': 0.3, 'e': 1.4854150917963485}",25,0,-188.46183024676657,"{0: 11, 1: 6, 2: 5, 3: 0, 4: 3}",0
173,False,"{'a': 0.3, 'e': 1.4852444312681263}",20,0,-78.71362819232215,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
174,False,"{'a': 0.3, 'e': 1.4850727854955552}",25,0,-109.64277336376217,"{0: 16, 1: 5, 2: 2, 3: 0, 4: 2}",0
175,False,"{'a': 0.3, 'e': 1.4849001546502807}",25,0,-122.87811626642502,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 2}",0
176,False,"{'a': 0.3, 'e': 1.4847265389049333}",30,0,-146.6268489983378,"{0: 16, 1: 5, 2: 6, 3: 2, 4: 1}",0
177,False,"{'a': 0.3, 'e': 1.4845519384331296}",25,0,-91.82786288036176,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
178,False,"{'a': 0.3, 'e': 1.484376353409469}",20,0,-193.5879640056302,"{0: 10, 1: 0, 2: 4, 3: 4, 4: 2}",0
179,False,"{'a': 0.3, 'e': 1.4841997840095373}",20,0,-74.83325177569539,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
180,False,"{'a': 0.3, 'e': 1.4840222304099036}",20,0,-37.2668074795977,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
181,False,"{'a': 0.3, 'e': 1.4838436927881213}",20,0,-154.35526922735897,"{0: 8, 1: 5, 2: 4, 3: 1, 4: 2}",0
182,False,"{'a': 0.3, 'e': 1.4836641713227285}",25,0,-69.40631370633065,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
183,False,"{'a': 0.3, 'e': 1.483483666193246}",20,0,-118.20831635208847,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
184,False,"{'a': 0.3, 'e': 1.4833021775801796}",20,0,-122.11663285696645,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
